WGS84 UTM 32N
14.738084166601766 -28.689385363832116 165.0
1.011749091441743 72.58225899375975 166.0
-44.793128678400535 -13.155295100994408 164.0
-18.386325202067383 -65.52578047290444 166.0
-19.37848231906537 55.190508253872395 163.0
-50.84579135966487 20.471126216463745 164.0
12.702229012851603 34.231016146950424 165.0
-42.77054949052399 29.074672976508737 164.0
17.439954846398905 60.534304787404835 165.0
-0.17604132916312665 -50.72410816513002 164.0
45.1833507809788 30.772016423754394 167.0
58.49844183708774 -43.410899319685996 167.0
18.058034945453983 -60.19043832551688 166.0
31.052531954133883 38.15127335023135 165.0
17.40188439254416 -43.364785683341324 165.0
-9.7800932622049 -49.48799359984696 164.0
18.27649240422761 55.636860330589116 165.0
51.622646206000354 -24.247819712385535 165.0
31.549598418874666 86.4902813648805 165.0
-43.06142389978049 -22.95389997214079 164.0
-40.501582302269526 -37.285451378673315 164.0
-47.570047494373284 -49.40157950576395 164.0
-46.70335525338305 -54.317876471206546 164.0
45.779902224079706 -43.80720009282231 165.0
-54.575644056661986 -11.163704763166606 164.0
42.90027170232497 23.93657773733139 165.0
59.060698167362716 -53.277646565809846 167.0
-31.626617471687496 18.699694130569696 164.0
27.95143357652705 -58.72724655177444 166.0
-5.356069887697231 -21.80409117974341 164.0
-25.96930687437998 -65.72813419345766 164.0
48.72973000933416 10.942385884933174 167.0
52.469337852613535 -28.756237760186195 165.0
-5.19312743213959 29.252991687506437 164.0
-9.770511458511464 2.209955558180809 164.0
52.59611245634733 -55.03584255371243 167.0
-45.8400716073229 -59.17237196210772 164.0
-59.35706498788204 -36.759262738749385 165.0
27.894950506975874 2.656270869076252 165.0
4.445800404937472 -23.69079240038991 164.0
-7.082332951657008 -12.255707611329854 164.0
-13.1762166172266 21.324771543964744 164.0
35.149431898782495 67.1356820082292 165.0
41.14580720907543 33.50685604196042 165.0
-60.197557012957986 -30.101437111385167 165.0
-1.6756056065787561 10.17408050224185 164.0
55.00754363264423 -42.65824323426932 164.0
-61.101668452844024 -9.474592519924045 166.0
-8.066231653210707 -59.06095502432436 164.0
52.98985512601212 -33.656577243469656 166.0
29.546813697903417 87.1503211306408 165.0
18.58478292118525 81.4610712826252 166.0
25.251340574293863 17.325281190685928 165.0
-49.22563813091256 -39.88171030860394 164.0
-21.14130542014027 55.548511845991015 163.0
-60.90271806996316 -14.507490808144212 166.0
5.273333976394497 -28.48005446139723 163.0
7.531497101241257 62.87298227194697 165.0
-60.93943775864318 -4.581329395994544 166.0
33.620003662013914 23.5633503254503 164.0
34.85168867412722 -35.85275355633348 165.0
-50.024351644096896 25.83314362168312 166.0
34.23011906805914 72.06177647877485 165.0
23.373620084836148 80.26566008571535 165.0
0.07015426293946803 0.35681448224931955 164.0
10.929429628886282 43.78605386801064 165.0
-17.095725891645998 -61.805422901175916 164.0
-32.43286105466541 23.584478977136314 164.0
-4.9559877423453145 69.29953783843666 164.0
-6.1991180452751 -17.144374718889594 164.0
-45.575004946265835 30.376161620020866 166.0
11.335941817902494 -61.186196038499475 166.0
20.746163138421252 -9.215133851394057 165.0
0.7262426336528733 -55.33811324741691 163.0
-45.657468912075274 -8.208139489404857 164.0
-8.577451524091884 48.47567420359701 164.0
27.49588690616656 57.17806743271649 164.0
1.0239427411579527 -4.368903890252113 164.0
-14.959496077208314 31.037429868243635 164.0
34.47026609221939 89.56065192166716 167.0
-48.23390186642064 -60.07401113025844 165.0
33.982581706135534 -30.967328402213752 165.0
24.852316883101594 71.65251674503088 165.0
-14.696067806566134 62.09058945812285 166.0
7.89269639615668 -42.94499495346099 163.0
-11.566719611524604 -39.70427250023931 164.0
-49.10810279066209 10.860842413268983 164.0
-18.193514908198267 58.49504200462252 166.0
29.429556906805374 -57.23857088480145 165.0
6.1270679161534645 71.41741783171892 165.0
-23.733782020863146 27.49354719836265 164.0
26.66535432031378 62.069271517917514 164.0
-2.516497441858519 14.846127483062446 164.0
-42.137490187888034 34.04952169023454 166.0
35.36455466289772 14.01479042507708 164.0
-51.8343368381029 -25.379791103303432 164.0
-30.915297918429133 -36.912434028461576 164.0
18.21627751935739 -48.05508373770863 165.0
-35.8325455498416 -63.30646844394505 166.0
-3.6113646584562957 70.2244314076379 166.0
2.8047573530930094 -14.127854641526937 164.0
-7.9901102522271685 -7.391491851769388 164.0
-11.506502020754851 11.795501597225666 164.0
-18.578347167058382 -53.37752657942474 165.0
1.8994130359496921 -9.223518091253936 164.0
12.132995614083484 -14.409893663600087 164.0
14.749358317698352 6.782645290717483 143.0
25.045261540741194 -33.42560819722712 165.0
3.582863475952763 -18.799249255098403 164.0
-8.559881521796342 -64.0743122426793 166.0
20.101742348691914 46.05966303963214 165.0
-21.827356498339213 54.836057784967124 166.0
-37.93071560864337 1.75479347538203 164.0
9.947541310102679 -61.641218909062445 163.0
-10.623423609999008 6.894481693394482 164.0
39.4398684114567 43.06736729666591 165.0
27.0502284746035 7.547621417790651 165.0
21.04947051295312 41.13944823574275 165.0
-40.4627928546397 16.027379009872675 164.0
35.92530218459433 62.442696747370064 165.0
-14.010514584952034 26.240727436728776 164.0
24.396375885989983 22.009822817519307 165.0
-59.91706508072093 -35.08576909545809 165.0
38.110448655846994 -53.919079853221774 165.0
-38.46661534032319 37.760609556920826 166.0
-42.1868662663619 25.77958017308265 164.0
34.51376015756978 18.71164024900645 164.0
-37.10235748998821 39.40486410539597 164.0
2.5734291851404123 38.5732014644891 164.0
45.838421584048774 -56.34010251797736 165.0
55.858789053803775 -28.34973428864032 167.0
-2.818277814774774 -36.3176040397957 164.0
55.90801616659155 -47.45134081877768 164.0
-38.66902656975435 -47.128337115980685 164.0
53.177176503115334 -13.624756590463221 167.0
-42.271489503618795 -27.653219082392752 164.0
8.747987178969197 -47.79322169069201 163.0
-11.355879731359892 65.56423874665052 166.0
-10.995972096221521 61.59204600844532 165.0
18.942492331843823 0.49154663924127817 165.0
-34.29198387369979 33.208370765671134 164.0
9.63771592976991 -52.64180536195636 163.0
-29.170012592920102 4.375395180657506 164.0
-20.27810504566878 -43.81397266685963 165.0
10.077692293329164 48.58483163360506 165.0
23.57211749511771 26.724929217249155 165.0
37.98575102421455 -0.6694236118346453 164.0
1.3676480829599313 -62.64240482915193 166.0
38.922589445719495 -5.274515684694052 164.0
19.715254485141486 -56.473873971030116 165.0
8.376440187683329 58.20089446566999 165.0
39.79827036923962 60.25001012161374 167.0
-37.05129335517995 -3.1060451893135905 164.0
41.40807763609337 -19.762758162803948 164.0
-27.31838868255727 -5.387389549054205 164.0
-55.80110282852547 10.318844969384372 166.0
32.91251856129384 -57.975719270296395 166.0
42.4355847958941 45.75401580799371 167.0
6.373561575601343 -61.86665985174477 166.0
-26.55200219125254 -60.969202645123005 164.0
23.115860355086625 83.73648745100945 166.0
13.862831535516307 -24.00772033818066 165.0
5.988279696612153 19.35947518143803 165.0
-3.6326588521478698 -31.43274002429098 164.0
-32.626740623498335 -27.11095563787967 164.0
57.65094511240022 -38.392905635759234 167.0
11.208995831606444 -9.54551315959543 164.0
25.802541409851983 66.97316364198923 164.0
45.53024780465057 9.511693024076521 165.0
-1.9309072764590383 -41.19704836048186 164.0
6.203601326677017 -33.32597108464688 163.0
-30.15197292214725 -41.63926958665252 164.0
15.61559659789782 -33.54401809256524 165.0
4.313133331772406 28.953649972565472 164.0
22.4217035973561 -18.775335199199617 165.0
-33.34353891859064 28.55682011693716 165.0
-50.08569746220019 -35.10754316672683 164.0
49.88630625186488 -14.489347364753485 165.0
-59.618775803770404 -31.917187372222543 164.0
-52.00557179469615 21.15641489904374 164.0
-18.470887069706805 50.31085018161684 163.0
1.2779274443746544 -59.18258485291153 163.0
-30.11853662726935 9.21533159725368 164.0
-8.901808997034095 -2.5148820178583264 164.0
-6.011065832921304 34.18421810027212 164.0
-16.717877298942767 40.610857440158725 163.0
43.37279791664332 40.59920382220298 167.0
11.77799010637682 38.87613064143807 165.0
0.7174300699261948 48.30822690203786 164.0
51.4280981492484 -3.7271793242543936 167.0
17.33004782482749 10.078889951109886 165.0
-59.705092377611436 -40.03541834745556 165.0
-35.145013074739836 41.197378230281174 166.0
-12.38922078057658 -35.01697369106114 164.0
46.69728589139413 -48.72709461580962 165.0
-15.863110953068826 -15.833507580682635 164.0
35.706640546617564 -40.540380970574915 165.0
16.5088677178137 -38.442050135694444 165.0
-31.63358902494656 44.771152132190764 166.0
-58.31540315214079 -41.7978220237419 164.0
-57.42613995273132 5.607537170872092 166.0
-26.233254543913063 41.98196866456419 163.0
29.655256313853897 -6.935690022073686 165.0
12.98554654425243 -19.131471500732005 164.0
-14.157502735033631 -25.41873933840543 164.0
-48.356186151795555 -44.72700553480536 164.0
-56.564300499798264 -51.28780287317932 165.0
-59.48536918766331 -45.019119259901345 165.0
46.419742036028765 4.638411327265203 165.0
33.326052624499425 76.89506428968161 165.0
42.31216936104465 -24.596043748781085 164.0
40.665106933622155 55.537553017959 167.0
24.124136839061975 -28.477876133285463 165.0
-25.445700130658224 -15.073184603825212 164.0
18.09533592266962 5.342776093631983 165.0
-56.70275411999319 1.134351970627904 165.0
54.05375987046864 -18.572021950036287 167.0
-4.419791186286602 24.513702388852835 164.0
37.49482298910152 -50.18203986622393 165.0
36.81474610615987 57.56632501166314 165.0
27.678785059251823 -47.702299105003476 165.0
-53.53617288672831 16.564569094218314 166.0
36.551410796819255 -45.42864175513387 165.0
14.444306477962527 24.447764039039612 165.0
-21.94483121583471 17.93833002448082 164.0
-10.28104931866983 58.05779645778239 164.0
-21.04093000141438 13.092681463807821 164.0
-3.402439996949397 19.666880099102855 164.0
-14.996724396129139 -20.586116645485163 164.0
14.183565492799971 79.2059301994741 166.0
-35.14056864997838 38.11212541162968 164.0
-24.661441068339627 32.39194393903017 164.0
-1.7636969178565778 62.61732540931553 164.0
-12.30868120136438 16.68332924321294 164.0
-1.0529665669309907 -45.81388965435326 164.0
31.302699326479342 -16.27632828988135 165.0
-43.93403035006486 -18.022100432775915 164.0
-23.645255322917365 -24.69337494019419 164.0
6.894198676454835 14.510722398757935 165.0
21.005294581060298 13.237166747450829 137.0
22.6600367060164 31.76212897710502 165.0
-41.385067566647194 20.85778032336384 164.0
9.293835173011757 53.28716849628836 165.0
56.8318286089343 -52.142766343429685 164.0
37.60425463528372 52.82069773413241 165.0
-6.93152610299876 38.80150215886533 164.0
-47.31291408051038 1.1295190146192908 164.0
-19.40283840097254 -48.68711781594902 165.0
-17.677496386051644 -5.99390628375113 164.0
-7.5605923180119134 -63.82834990695119 164.0
14.893610710219946 75.00466298963875 165.0
32.76572831167141 28.510388459078968 165.0
26.74080967862392 -42.81615886185318 165.0
-30.854494534782134 14.0407090857625 164.0
44.67304691259051 14.177724535577 165.0
-21.032207634823862 -39.17370658181608 165.0
10.501072388025932 -57.298641107045114 163.0
-49.97683266631793 15.579510767012835 164.0
23.319317423854955 -23.64561657048762 165.0
-22.89326276234351 22.787529157474637 164.0
-52.73731477977708 -20.64223733358085 164.0
1.5951082280371338 43.4721189532429 164.0
-47.50616089452524 -60.4212779821828 164.0
-28.69726805872051 47.78265006747097 166.0
48.137476515432354 -4.959278524853289 165.0
37.07384394982364 4.386301192454994 164.0
54.14420665765647 -37.80067608226091 164.0
43.16069650079589 -29.317574655637145 164.0
10.352324590436183 -4.635506237857044 165.0
44.021292562247254 -34.24305784702301 165.0
-15.909372875932604 35.74766956549138 164.0
-51.91178322018823 21.214118822477758 166.0
42.04535729408963 28.627292498014867 165.0
-7.721230583381839 43.720082885585725 164.0
16.55856697796844 65.4044198570773 165.0
49.047616268042475 -9.795714032836258 165.0
15.407005535671487 19.799163076095283 165.0
44.85634731553728 -38.89650627411902 165.0
37.09574877010891 75.09874776471406 167.0
25.865736415726133 -38.115968162193894 165.0
52.312268742360175 -8.723936422728002 167.0
21.71920312230941 -14.03987324796617 165.0
-34.39492051838897 -17.506538475863636 164.0
46.935775059391744 21.00410990975797 167.0
41.52385180495912 50.63061744440347 167.0
56.72923655330669 -33.303112029097974 167.0
-38.71036028151866 6.469446871429682 164.0
-17.646750240179244 -58.09375275950879 164.0
-4.477159256406594 -26.717419588007033 164.0
-20.218213094805833 8.232434002682567 164.0
-0.9394983421661891 57.89912679698318 164.0
38.55058865179308 47.76461564283818 165.0
28.348854303359985 52.49663497135043 164.0
-26.334006422082894 -10.28637498151511 164.0
13.646894337318372 29.40656897239387 165.0
-0.058220549719408154 53.01974499505013 164.0
8.636104864592198 4.906591545790434 165.0
-41.33380226325244 -32.56098738219589 164.0
5.449342379986774 74.82774759735912 166.0
-56.10456020158017 -54.813232011161745 165.0
36.219123025017325 9.095544502139091 164.0
21.128796985081863 12.44837117753923 135.0
-23.599640539148822 -66.17890760395676 166.0
15.727469113946427 70.24004240334034 165.0
-7.971030695422087 68.07079040072858 166.0
21.809416216099635 36.47442079987377 165.0
-60.70572872343473 -19.534192089922726 165.0
-16.832939567801077 -10.897615706548095 164.0
50.74918726098258 -19.390146888792515 165.0
-28.329590003646445 -0.33988741505891085 164.0
-37.74385198042728 -51.68082079011947 163.0
23.07938059658045 -59.488957355730236 166.0
-26.828176597249694 45.56129948515445 163.0
-27.469803853251506 -56.095614993944764 164.0
7.793305862811394 9.591009702533484 165.0
-35.23183449800126 -12.843792465515435 164.0
-17.6086549742613 45.3544556228444 163.0
28.547793489473406 -52.59698903094977 165.0
-10.630612055887468 -44.5718707498163 164.0
-58.92404484254075 0.8485854100435972 166.0
-9.496753680054098 53.204125475138426 165.0
13.302045110729523 78.98344944417477 165.0
-8.902342210290954 -54.31792651023716 164.0
40.288774344022386 38.18832827638835 165.0
9.81625949474983 77.0955907329917 166.0
-18.605359493521973 -1.1140386713668704 164.0
27.534011717652902 86.06249074824154 166.0
5.194517175666988 24.083533186465502 164.0
9.479233799502254 0.058490555733442307 165.0
47.517077691853046 -53.48538626078516 165.0
-46.47411528788507 -3.5456018960103393 164.0
38.884443690418266 65.31502004899085 167.0
46.02183832775336 26.059854362159967 167.0
31.918596814444754 33.36470390576869 165.0
38.008081370731816 70.28081644140184 167.0
-25.55455954495119 37.104684783145785 164.0
-39.642700199910905 -42.17387153953314 164.0
-24.561026942450553 -19.819808491505682 164.0
-36.234971923578996 -59.72295852936804 164.0
26.102072178269736 12.427691340446472 165.0
-53.33052460476756 -58.853726669214666 165.0
-55.36807768791914 -6.316119432449341 164.0
47.704065837315284 -55.77266142144799 166.0
29.18572305381531 47.63007193617523 165.0
-22.812348792213015 -29.352989018894732 164.0
-33.52426723664394 -22.43213949725032 164.0
-2.7035863918135874 67.5096687655896 164.0
